id,Age
74051,20.915247235157008
74052,27.864909459135593
74053,32.78628949455436
74054,42.402839259651145
74055,23.044383811204234
74056,52.464915982222635
74057,66.21666878138156
74058,28.94096275105427
74059,51.62510371346772
74060,36.40430439825118
74061,60.008497934968275
74062,51.80163476188719
74063,6.815496833294388
74064,67.18793415211675
74065,10.17047868488259
74066,14.66284666767271
74067,62.60851465261173
74068,54.15113721788504
74069,62.14032450873462
74070,51.67726927867152
74071,69.6570084115777
74072,31.578504643513977
74073,30.60592728474999
74074,39.91186380585796
74075,60.1139203945759
74076,32.33471127530764
74077,87.08397722771223
74078,60.37925704522826
74079,30.89169256675505
74080,72.18488670106876
74081,59.65515919742571
74082,62.818422134256
74083,52.82876646160152
74084,67.5871405966632
74085,51.724161131074666
74086,16.859246457129725
74087,39.20519235792034
74088,48.19405046601574
74089,32.85058782362131
74090,39.95028072913091
74091,15.575217897111372
74092,44.56436059416764
74093,48.571444438089216
74094,45.55183654652454
74095,88.30215480386356
74096,51.749912479725154
74097,13.106927730395185
74098,14.302169645153342
74099,56.30995469765367
74100,48.63521219720242
74101,58.591392957131326
74102,39.67452477330515
74103,73.1014429577879
74104,48.346065256900374
74105,28.69683468865916
74106,65.34183785808189
74107,39.185440379805726
74108,10.529435774441811
74109,36.59651819991219
74110,12.047631337819453
74111,52.60624663541168
74112,18.781835475923817
74113,32.03434948754889
74114,57.12990179321097
74115,39.61145079236561
74116,65.45365452862133
74117,66.95202323202358
74118,46.022860759254804
74119,27.728822257505794
74120,73.95980886564709
74121,40.58636116197928
74122,19.671498084450285
74123,54.572804941864604
74124,10.047662025550888
74125,19.912673097978054
74126,19.476521571810355
74127,47.475251557471275
74128,53.84806705529016
74129,30.170138895222802
74130,50.87335338452256
74131,55.29106122001768
74132,23.40309924847171
74133,44.98515001333438
74134,58.558435834010865
74135,7.121014068047849
74136,15.319010046242564
74137,11.314763666382717
74138,90.26012938040824
74139,56.25485772484339
74140,63.65287127579914
74141,36.15584109825326
74142,44.72350034259549
74143,70.39952974713474
74144,96.15785628970494
74145,57.597829513923415
74146,26.312957725573256
74147,45.00773794430005
74148,10.719801233874929
74149,58.1119031485328
74150,15.873832573882492
74151,33.98631662933343
74152,71.10210856060517
74153,41.917859560116405
74154,22.98385164303578
74155,15.901511159891225
74156,68.00476220166507
74157,58.054868559879
74158,68.94327137516306
74159,43.46134134665163
74160,61.81069997241464
74161,42.57567652894317
74162,38.27432126550893
74163,43.1875432678776
74164,29.825265303517824
74165,51.4348622429583
74166,35.69652594800536
74167,59.215947130536264
74168,54.47250291167395
74169,42.70904241294678
74170,52.40570802778065
74171,51.56824945889744
74172,45.39711805601588
74173,24.596347779566283
74174,76.06771006278072
74175,43.1906005166674
74176,42.486348519796444
74177,47.26788806350801
74178,51.65441162211391
74179,75.02597927180862
74180,12.4004296590543
74181,32.79889008389622
74182,47.05529505321448
74183,21.62793240495866
74184,68.89816349471786
74185,46.369389345443736
74186,43.90582003639024
74187,44.57960840929574
74188,63.388599350287386
74189,12.724787936352541
74190,38.54869039482671
74191,46.46251886963749
74192,56.224642255701
74193,32.65813029307609
74194,7.002587729772684
74195,53.786267507070214
74196,53.35340800061677
74197,48.66365328272741
74198,17.530097619572306
74199,41.0351398554068
74200,55.807855097029076
74201,29.395567938735017
74202,53.69739602718853
74203,64.27950682683036
74204,36.899178981820725
74205,45.62396211056429
74206,40.44391640106927
74207,33.12346255557782
74208,78.19807718593519
74209,82.08062648438182
74210,41.80641602450792
74211,18.73181367513761
74212,25.733656521697924
74213,56.765807107169834
74214,56.935970632242416
74215,31.20460692468114
74216,25.244614043182064
74217,84.59431637554317
74218,49.97699098208271
74219,29.89876722101805
74220,82.33769308510809
74221,28.801832908711976
74222,52.021161145259086
74223,44.06706012047106
74224,22.09485224364708
74225,39.930284875130724
74226,46.99369449371469
74227,72.76277263431915
74228,7.62848839427964
74229,51.1614705310528
74230,46.25138287974093
74231,25.571408616541365
74232,57.357780884382144
74233,15.340132563719006
74234,41.81268246059708
74235,68.76592346236977
74236,22.27854883599819
74237,37.02738602461702
74238,58.23627253625618
74239,15.139266842761167
74240,25.941737033823284
74241,24.43223924196007
74242,53.157320284931245
74243,46.93945904257484
74244,18.56234327500686
74245,52.128251478458374
74246,51.474740332375745
74247,29.463975786508154
74248,40.2539274073137
74249,58.9936711646395
74250,49.060320271027166
74251,76.4721744949201
74252,27.110416103166877
74253,62.690141495252256
74254,45.70586256181254
74255,52.84750879169707
74256,56.90798658430326
74257,55.31412525278854
74258,7.099793262162599
74259,62.40372056842658
74260,31.65661005301192
74261,20.082092394316792
74262,7.923491294315241
74263,62.61041030829243
74264,45.16402215480094
74265,72.64838234898863
74266,29.060510634981664
74267,48.8645475413655
74268,19.45531171551165
74269,22.33752813583156
74270,30.215131072872385
74271,53.379464091478184
74272,89.30386579383627
74273,18.913225095085444
74274,79.46721118536489
74275,34.09302824666886
74276,25.266477636263968
74277,29.940079745324255
74278,51.79394302475927
74279,61.8846761319934
74280,60.19497446808328
74281,59.66662877959071
74282,51.17486694754879
74283,44.48990402591167
74284,21.21861835581418
74285,21.738543442113162
74286,56.86192754768089
74287,55.56942597941877
74288,65.94474516553099
74289,26.54835872813565
74290,57.42768142038141
74291,39.56024838959619
74292,41.33424928695881
74293,24.393838887107616
74294,53.14990942162646
74295,53.85457174603213
74296,51.574834091731844
74297,50.105077991674385
74298,97.96901165394021
74299,38.327726140173056
74300,46.339581348484
74301,42.04463483228634
74302,47.369282132460015
74303,34.386812660456044
74304,92.76386448689767
74305,31.973907150834947
74306,29.866144354762607
74307,26.15928582320214
74308,64.44720114803437
74309,42.768778833208195
74310,79.89166926491185
74311,27.52885020244102
74312,71.19930082421664
74313,66.01011446780552
74314,57.547803158207756
74315,29.223405281189454
74316,47.870324958378355
74317,51.37628916888173
74318,50.32069118617761
74319,56.502375039013074
74320,14.105965701691474
74321,31.901516208333238
74322,47.5831447465819
74323,53.28682925408415
74324,60.69591046239361
74325,24.885336323949897
74326,32.27171629344769
74327,38.699476825879174
74328,33.565129476552826
74329,43.569767461213175
74330,20.735966228651346
74331,11.12789331612418
74332,44.61169776466701
74333,80.25238930228146
74334,53.81164922470562
74335,53.56948569701491
74336,33.194432059365234
74337,33.20983121831098
74338,40.072969213545726
74339,47.77669902668541
74340,25.402607232373054
74341,30.33993731708414
74342,30.945543277274904
74343,26.774579810408095
74344,55.45196355930145
74345,50.76399376399644
74346,19.669284798468222
74347,52.721547179179964
74348,47.63781052444159
74349,36.07000554404715
74350,56.20019681790755
74351,75.92808412440684
74352,73.7600023936679
74353,47.42687762072959
74354,64.14731970137424
74355,18.869876130105663
74356,13.466999180526471
74357,35.239003735598004
74358,18.147149525225725
74359,27.551836415798864
74360,37.04272405352333
74361,55.72182204457211
74362,22.611265175116365
74363,43.0974545172235
74364,48.955622017121
74365,11.527229104514703
74366,10.04557042397585
74367,23.203413576742854
74368,31.550425265868594
74369,29.659643781229033
74370,52.74380543435321
74371,61.77667359696036
74372,50.17196910539126
74373,40.414923541389626
74374,39.358992736575274
74375,21.667447466693865
74376,55.05808362392192
74377,45.14408237827875
74378,70.79005717393949
74379,50.942157145511544
74380,43.94412351172992
74381,34.140584195809346
74382,63.903629585491316
74383,27.869458836067867
74384,50.351840793563255
74385,42.43019546712991
74386,62.79060994881297
74387,43.38557339852525
74388,17.732333917563587
74389,41.052575347649295
74390,15.226795380955672
74391,29.48116710692368
74392,27.555492573350218
74393,62.21038218767309
74394,24.81244782932655
74395,39.2740800782957
74396,46.485270642472635
74397,22.623612388226906
74398,46.06023653081973
74399,59.847874380227985
74400,64.52934388248356
74401,36.11421335735471
74402,34.69329344739153
74403,52.68060910534983
74404,20.77014882155552
74405,96.51875299461598
74406,9.907519944223635
74407,29.806086888149437
74408,30.16512945178751
74409,61.95187382461997
74410,45.35046316593177
74411,54.26371590304633
74412,30.68385789172876
74413,41.22797777437405
74414,46.48597240161966
74415,60.35205099578022
74416,49.76347366385088
74417,96.1928222865608
74418,32.38230641964515
74419,45.47526261993554
74420,54.66408959335806
74421,35.73141079254731
74422,11.23304181484642
74423,28.62546385938879
74424,25.54189018815361
74425,21.43684491077447
74426,43.643639002820954
74427,44.47021952052008
74428,47.53181387565928
74429,66.73545013207905
74430,12.326766544482641
74431,11.093876731062545
74432,32.673082560507346
74433,60.62690964820575
74434,53.899618411748264
74435,85.62506012486627
74436,53.58225745370247
74437,29.366350250232863
74438,51.840874411462906
74439,25.332360358385873
74440,65.51474643894602
74441,42.67885940250585
74442,66.41360569699279
74443,16.93712467192846
74444,30.11361448913081
74445,44.04348889871857
74446,68.16658958674601
74447,36.39598014288052
74448,8.510277045983624
74449,17.753055758959853
74450,39.957929582270424
74451,62.23740743176046
74452,55.83142477940648
74453,10.985101293553516
74454,44.245050350844686
74455,30.537647992484665
74456,70.96905075524174
74457,19.22260808686397
74458,23.110277104879586
74459,28.04231009111834
74460,26.46276709951245
74461,64.41696301390003
74462,29.81534327372889
74463,55.22537033541572
74464,67.60479322191334
74465,10.126722917362411
74466,74.7126080110704
74467,49.8694221675499
74468,27.172953591415
74469,47.29395630398783
74470,65.00058893150849
74471,69.39853617827377
74472,54.68471279637268
74473,95.66327234941934
74474,10.973419364435987
74475,55.034752262024895
74476,59.42381815881247
74477,48.168193911802575
74478,38.191139784454364
74479,90.9082443989141
74480,44.20287085361831
74481,31.598392573376476
74482,39.65288739501282
74483,44.16023246858847
74484,64.64516528217742
74485,66.21898859820716
74486,16.200149088061636
74487,9.32211397442825
74488,33.63888313779724
74489,16.320339102262697
74490,18.72149131429492
74491,42.67696624888237
74492,14.98080221734589
74493,41.289397199645926
74494,57.18527684259069
74495,52.37524584114439
74496,11.668041576662258
74497,47.16365187928565
74498,46.247315528547986
74499,39.23940615624371
74500,32.532653708395756
74501,40.342958038467415
74502,46.11540089405032
74503,39.56810390753864
74504,54.660412542581994
74505,42.65234484081436
74506,31.882533233860983
74507,42.47827003823145
74508,18.59569175444271
74509,61.40084605848742
74510,52.89233679007219
74511,50.09586769464411
74512,44.79895657724997
74513,47.64270803528718
74514,44.4462934798878
74515,42.240576175520125
74516,12.729306939690872
74517,27.113242862739934
74518,56.989973558314816
74519,45.52468431359233
74520,11.77480920550586
74521,33.378005424712434
74522,42.103790227252404
74523,52.728446255702984
74524,32.445987934413196
74525,19.800663210337976
74526,26.601022695350576
74527,44.006106880634775
74528,41.68247840410117
74529,34.4122285405681
74530,39.206406940158985
74531,34.098376993191714
74532,30.903973645763656
74533,48.70010486619536
74534,13.054776481685622
74535,76.52464461381516
74536,11.57617797420108
